第1题: 1/2*(1'1/3+(1/5+4))=2'23/30
第5383题: (1'1/6*9/10)*2/4=21/40
第5384题: 3+(2÷3/4)=5'2/3
第5385题: 4*7'7/9=31'1/9
第5386题: 2'1/2÷3/6=5
第5387题: (3'4/10+9)+(6+10)=28'2/5
第5388题: 4+(1'2/9-10)=-4'7/9
第5389题: 9*4'3/8=39'3/8
第5390题: 1/2÷3/10=1'2/3
第5391题: 6'3/8-2'3/5-(1/3+2'1/2)=113/120
第5392题: 4*(9+(3'8/10*5))=112
第5393题: 8-5'3/9-2/3=2
第5394题: 6'4/6-6-6*2=-11'1/3
第5395题: 8-8*2=-8
第5396题: 8/10*2=1'3/5
第5397题: 2*8=16
第5398题: 1-1'1/1÷1=-1
第5399题: (4'2/9÷10)+4/6=1'4/45
第5400题: 2*1/4=1/2
第5401题: (2'1/3*1/3)-7-10=-16'2/9
第5402题: 7÷5'8/10=1'6/29
第5403题: 2'1/2-(1-1)-9=-6'1/2
第5404题: 10÷1/1*1'1/1=20
第5405题: (3'1/4÷(4+2/10+1/4))=65/89
第5406题: 2-6'5/7+1=-3'5/7
第5407题: 10*(7-1/1)=60
第5408题: 2*6=12
第5409题: 3/8+(8÷2'1/9)-3=1'25/152
第5410题: 7/10-7=-6'3/10
第5411题: 1'1/7+2/3=1'17/21
第5412题: 8+3/7-2=6'3/7
第5413题: 8÷5+(1/7*8'6/9)=2'88/105
第5414题: (3-3'1/5)÷5/7*8/9=-56/225
第5415题: 2'1/2*4=10
第5416题: 7/9*1÷2'1/2=14/45
第5417题: (3'1/4*4-4)=9
第5418题: 4/6*10=6'2/3
第5419题: (2'1/2-6+1'1/2)=-2
第5420题: 1'1/2-9=-7'1/2
第5421题: 8*2/6=2'2/3
第5422题: 1/7+7'4/8=7'9/14
第5423题: 3'1/3-4/5=2'8/15
第5424题: (6÷6/7÷(2/5-2))=-4'3/8
第5425题: 4*1=4
第5426题: (1*1/6)*2'1/6=13/36
第5427题: (3÷4+9)*1/4=2'7/16
第5428题: 2'5/10+9+1/7=11'9/14
第5429题: 2'1/10-(10-4'5/7+4)=-7'13/70
第5430题: 3-3=0/1
第5431题: 8÷(2'8/9-1/2*8)=-7'1/5
第5432题: 4'2/10*(5÷(5'1/6*4))=1'1/62
第5433题: 2*3'2/3*9=66
第5434题: (7+5/6)÷8-6'4/6=-5'11/16
第5435题: 1/3÷4=1/12
第5436题: 6+(1'2/5*8)=17'1/5
第5437题: (4+3)-1=6
第5438题: (1+5÷(7÷4))=3'6/7
第5439题: 1/8+9'4/9÷2/3=14'7/24
第5440题: 1/1+4/6=1'2/3
第5441题: 5÷(8*3/10)=2'1/12
第5442题: (1/7*10)+2'1/3=3'16/21
第5443题: 9'5/10+8'5/8=18'1/8
第5444题: 1/8+1/6-2'1/2-6=-8'5/24
第5445题: 1/2*1/2+(3'1/3÷1/3)=10'1/4
第5446题: 3*7'8/10÷1/2+8=54'4/5
第5447题: (6+5)*7÷3=25'2/3
第5448题: 1'1/10-1'4/5=7/-10
第5449题: 9÷(1'1/5-2'1/2)=-6'12/13
第5450题: 3/8÷1'1/1=3/16
第5451题: 4'2/10÷4'5/7=49/55
第5452题: 3/6-(1/7-7)=7'5/14
第5453题: 4/9*2/4=2/9
第5454题: (4-2/6-3)-4/6=0/6
第5455题: 3/4+(7*7/10)=5'13/20
第5456题: (1'1/2÷2*8)-1/7=5'6/7
第5457题: 3*(6÷10)=1'4/5
第5458题: (2'1/3*7'5/8)÷8-1/1=1'43/192
第5459题: 4'3/4÷(2'3/6+1/4)=1'8/11
第5460题: (3'2/8÷8)÷3÷6'2/6=13/608
第5461题: 1'1/4*2÷10'9/10=25/109
第5462题: 5'6/9-9=-3'1/3
第5463题: 6+(3÷(4*9))=6'1/12
第5464题: 7+1/1=8
第5465题: 3÷(7+5-8'5/9)=27/31
第5466题: 5/9+4=4'5/9
第5467题: (9÷1)÷6/9*9'4/10=126'9/10
第5468题: (9÷1/4)+6/10=36'3/5
第5469题: (1+1'3/4)-8=-5'1/4
第5470题: 1/4÷3'3/6+(5/9+3)=3'79/126
第5471题: 9'5/9-3=6'5/9
第5472题: 3/5*9÷8*4=2'7/10
第5473题: 10÷(7'3/8*1'1/1)=40/59
第5474题: 7÷4-7/10=1'1/20
第5475题: 1/2+1/8*8=1'1/2
第5476题: 1+10*6'3/8=64'3/4
第5477题: 2/3-(9*1/10)*7=-5'19/30
第5478题: 2/6+4=4'1/3
第5479题: 6/7*8+(2/10÷6)=6'187/210
第5480题: 8-1/2+2'2/5=9'9/10
第5481题: 1/3-3*8=-23'2/3
第5482题: 6/7÷(5-2)=2/7
第5483题: 9-3'2/10*1/1*10=-23
第5484题: (6*6+3/10+3)=39'3/10
第5485题: (1÷5÷10+1'7/9)=1'359/450
第5486题: 2/5-3=-2'3/5
第5487题: 1/3*(4÷(8÷2))=1/3
第5488题: 3'1/4*8+10=36
第5489题: 10*(1'7/9÷(9/10-1))=-177'7/9
第5490题: 3'3/7+(3'4/5+3'1/5)=10'3/7
第5491题: 4/6+4'1/5=4'13/15
第5492题: 3÷2/8=12
第5493题: (2*1)*2'6/8=5'1/2
第5494题: 3*1/3*1'1/1=2
第5495题: 2'4/6+3'1/5=5'13/15
第5496题: 7-6=1
第5497题: 7÷3-(2*1/4)=1'5/6
第5498题: 7*1/3=2'1/3
第5499题: (7÷1÷9)=7/9
第5500题: 5/7+4=4'5/7
第5501题: 1'3/9*8=10'2/3
第5502题: (10*6)-2'2/3÷1'1/1=58'2/3
第5503题: 8+3/6=8'1/2
第5504题: 9/10-1=1/-10
第5505题: (9+1/6+(5÷2'1/2))=11'1/6
第5506题: 7'2/8÷(7-1)=1'5/24
第5507题: (4/5-1/1-5/6)+3=1'29/30
第5508题: 1/4+(4*2÷2'5/9)=3'35/92
第5509题: 8*1/7+1/3+8=9'10/21
第5510题: 1'1/2-8-4=-10'1/2
第5511题: 2'2/3+1/8-1=1'19/24
第5512题: 9+9-1/9=17'8/9
第5513题: 2-1'1/1=0/1
第5514题: 4*3/7-1*2=-2/7
第5515题: 1'4/6+1=2'2/3
第5516题: 3'3/6+9-1/2=12
第5517题: 3'2/4-5*2/8=2'1/4
第5518题: 3'4/5-1'3/4=2'1/20
第5519题: 7/8+4'4/10=5'11/40
第5520题: 3/8+3=3'3/8
第5521题: 1-2'2/3=-1'2/3
第5522题: 9'6/10÷10=24/25
第5523题: 8+(3'1/7+3/10)=11'31/70
第5524题: 6-10=-4
第5525题: 6-8+7/10=-1'3/10
第5526题: 3/8-1/6=5/24
第5527题: 1'1/1+(2'1/2+5/8)=5'1/8
第5528题: 2/3-4=-3'1/3
第5529题: 2÷(9+8)=2/17
第5530题: 3+8-(1/2÷1)=10'1/2
第5531题: 4+6-1=9
第5532题: 9-(2/4-8)=16'1/2
第5533题: 4'7/8*1/5=39/40
第5534题: 4+(3*(6÷5'3/5))=7'3/14
第5535题: (4/6÷3'2/4)+2'4/7=2'16/21
第5536题: 3/4-(2-1'6/10-8)=8'7/20
第5537题: 10*(1-6+2)=-30
第5538题: 3/7÷7'5/10=2/35
第5539题: 7*7-(6/9*2'5/10)=47'1/3
第5540题: 3'4/9*7=24'1/9
第5541题: (3'9/10-5)+3'1/3=2'7/30
第5542题: 6'1/6-(3*5)=-8'5/6
第5543题: (4'1/7+10)*(4+2'4/7)=92'46/49
第5544题: 3'1/8-1'1/1+6=7'1/8
第5545题: 8÷(7/9*(5-4))=10'2/7
第5546题: 10÷6-7=-5'1/3
第5547题: 2+1'1/2=3'1/2
第5548题: (6'7/9+9÷6)=8'5/18
第5549题: 1/5-(4-7+2'1/3)=13/15
第5550题: (6+3+10)÷1'1/3=14'1/4
第5551题: 7+6+(1'3/4+9)=23'3/4
第5552题: (2'1/4÷7)-3/9=1/-84
第5553题: 4*1÷2'1/3-10=-8'2/7
第5554题: 1'5/8÷(1/2-5)=-13/36
第5555题: 9/10+2'2/3=3'17/30
第5556题: 7-4'5/8+4/5+1=4'7/40
第5557题: 1-4÷(6'2/6-6/8)=19/67
第5558题: (3'1/3-3'2/3)*(2'1/2+5)=-2'1/2
第5559题: 3*2'3/4+1/2=8'3/4
第5560题: (3'4/6*3÷1/2)+3'2/4=25'1/2
第5561题: 3-(3÷(7÷1))=2'4/7
第5562题: (6÷1'1/1*1)=3
第5563题: 3/9-(4+1÷1)=-4'2/3
第5564题: 8+6+2/5=14'2/5
第5565题: 6-1/10÷1=5'9/10
第5566题: 6*(1+2)=18
第5567题: 10'9/10-(6*8/9)÷1=5'17/30
第5568题: 2÷(3÷1/4)=1/6
第5569题: (6+10)*3'1/9=49'7/9
第5570题: 5/6*(5/7÷2'1/6)=25/91
第5571题: (1/2÷1/8)*1/1=4
第5572题: 2/5+1'1/1=2'2/5
第5573题: 9+10*1/1-1/10=18'9/10
第5574题: (8*2/10+1/5)=1'4/5
第5575题: (4*7-(6÷1))=22
第5576题: 1*7/10÷1/6=4'1/5
第5577题: 9'2/10*10=92
第5578题: (7÷9)*4=3'1/9
第5579题: (10-4)*5=30
第5580题: 1'1/2+(3'1/3+2'1/2)=7'1/3
第5581题: 2/4-2'3/5=-2'1/10
第5582题: 1'1/2*(3/7-2)+1=-1'5/14
第5583题: 4/7-(1'1/2*(6-6'1/6))=23/28
第5584题: 1-(8÷1/1)-5=-12
第5585题: 3'1/5-1'3/4+9=10'9/20
第5586题: 4/7÷1/2=1'1/7
第5587题: 6'3/8-(1'1/2*(1/9÷1/5))=5'13/24
第5588题: 3*3'3/9÷3'2/7*5=15'5/23
第5589题: 3/8*4'2/9=1'7/12
第5590题: 2'1/2+5=7'1/2
第5591题: 2'1/2-3'4/5*2'3/4=-7'19/20
第5592题: (9-1'1/7*4-2'1/4)=2'5/28
第5593题: 3'9/10÷1/3*1=11'7/10
第5594题: (3'1/4*4)÷(5+1/2)=2'4/11
第5595题: 3'1/9÷4÷1=7/9
第5596题: 1÷3/9+(9+1'1/3)=13'1/3
第5597题: (2'1/2+6÷2)=5'1/2
第5598题: 4'4/5*6'3/8+9*4=66'3/5
第5599题: 4/9-(10÷9)+2'9/10=2'7/30
第5600题: 4/6-2'1/5=-1'8/15
第5601题: 9'2/9*3+4/5=28'7/15
第5602题: 2'4/9÷8=11/36
第5603题: (2'6/8-2'4/8)÷4/6=3/8
第5604题: 1/5÷(2-1/1*1'1/2)=2/5
第5605题: 2'6/8+(2*10*6/7)=19'25/28
第5606题: 1+(2/10-3'1/8÷1'1/1)=-29/80
第5607题: (2'3/4*3)÷9=11/12
第5608题: (5*2/8)-1/2÷5/9=7/20
第5609题: 1-6/8÷(4*8'8/10)=689/704
第5610题: (10÷8)*1=1'1/4
第5611题: 1/3*(4'7/8*7/9)-1/7=1'61/504
第5612题: 8+(1-9)=0/1
第5613题: (7'4/7*2+1/6)=15'13/42
第5614题: 8+5'4/9+2*1/2=14'4/9
第5615题: (8÷8+1'1/1)-9=-6
第5616题: (10+1*6)=16
第5617题: 7-1'1/4=5'3/4
第5618题: 6÷3'5/9=1'11/16
第5619题: (1'3/6-1/9)-2/3=13/18
第5620题: 2+1/7+8-6=4'1/7
第5621题: 9+4/8=9'1/2
第5622题: 2*(3-4/6)=4'2/3
第5623题: (4*10)÷1/6=240
第5624题: 2'1/2÷6'5/6=15/41
第5625题: 5-(4'5/6-1)+6=7'1/6
第5626题: 4'1/8÷1/2=8'1/4
第5627题: 2'3/5÷3'2/3=39/55
第5628题: 3'7/10÷1/1=3'7/10
第5629题: 2+(5/6*6/7)=2'5/7
第5630题: 3'6/7-9=-5'1/7
第5631题: 3'1/4-2+(5+8)=14'1/4
第5632题: (3/9÷8)÷6*6'1/6=37/864
第5633题: (1/2-3'1/6*8)+5=-19'5/6
第5634题: 2/5-(5'3/9*6)=-31'3/5
第5635题: 1+1+8=10
第5636题: 8'2/10÷4/9=18'9/20
第5637题: 10+1'1/2÷6=10'1/4
第5638题: 1÷1'1/1-(8'7/9+8)=-16'5/18
第5639题: 1/6÷6=1/36
第5640题: 4*1/7=4/7
第5641题: 4'5/6*3'2/5=16'13/30
第5642题: 3÷(6'2/6-1)=9/16
第5643题: 10+3÷1/1=13
第5644题: (10+4÷1)+2'1/2=16'1/2
第5645题: 4/6-4/8=1/6
第5646题: 1/1÷(4/5+(10÷2'2/5))=30/149
第5647题: 1'1/4+8=9'1/4
第5648题: (4-8'2/9)÷(6*2/4)=-1'11/27
第5649题: 3'3/8-(4'1/4-3)=2'1/8
第5650题: 1/2+1/2=1
第5651题: 3+4'2/4=7'1/2
第5652题: 5+4'3/4=9'3/4
第5653题: 9'2/10*1'1/1=18'2/5
第5654题: 3+5÷5'1/5+1/5=4'21/130
第5655题: (3/10-1/1+4)=3'3/10
第5656题: 4'1/7-10=-5'6/7
第5657题: 7/9*2'1/6=1'37/54
第5658题: 5'7/9*7'1/9=41'7/81
第5659题: (9-10*1/3)=5'2/3
第5660题: 7-4/6+3÷1/2=12'1/3
第5661题: (1÷1/4)÷8-4=-3'1/2
第5662题: 2'3/6*2'4/6=6'2/3
第5663题: 5÷4'4/7=1'3/32
第5664题: (9/10+1'1/2)÷1/3=7'1/5
第5665题: (1'1/5-3'1/8)*(3/4÷5/7)=-2'17/800
第5666题: (1/2*3/5)+3=3'3/10
第5667题: 1-4/5=1/5
第5668题: (2/9÷4)*5*1=5/18
第5669题: (8*8)-7'3/8÷3'1/7=61'115/176
第5670题: 10÷3'1/5=3'1/8
第5671题: 5/9*8=4'4/9
第5672题: (2/5*2)*6=4'4/5
第5673题: (3-(2'1/2*2'4/5+4/6))=-4'2/3
第5674题: 3+(1/3÷2)=3'1/6
第5675题: 4'1/7*4*1'1/1÷2=16'4/7
第5676题: 1'2/3*6=10
第5677题: 1/6-(4-1*2'3/8)=-1'11/24
第5678题: 1/1-2/6=2/3
第5679题: 2÷2'3/5+3÷8=1'15/104
第5680题: 5/10+2/7=11/14
第5681题: 2-(3*2'1/8)=-4'3/8
第5682题: (4÷8÷10)÷10=1/200
第5683题: 1÷(7-10'3/10)=10/-33
第5684题: 5÷3'3/4=1'1/3
第5685题: (5/10÷6)+(6/10-2/4)=11/60
第5686题: 2/8+10+(10-6)=14'1/4
第5687题: 1/4+7+(4/5*2)=8'17/20
第5688题: (1'2/4*6)+1/1=10
第5689题: 2'3/6*(3/8*1)=15/16
第5690题: 4+6'4/8=10'1/2
第5691题: (10'1/10*1'1/9)+1/8÷1'1/7=11'191/576
第5692题: 1-3/4-1'4/6÷2'1/2=5/-12
第5693题: (6*10)-(7*5)=25
第5694题: (2/3+8)-(1÷1'1/4)=7'13/15
第5695题: 7-4/8÷4'6/8=6'17/19
第5696题: (2/7+2'1/2-1/5)=2'41/70
第5697题: 7/9*(7+5)=9'1/3
第5698题: (5+2/6)*5'6/9-1'3/6=28'13/18
第5699题: (2-2*3)=-4
第5700题: 1/4*(5+(9÷3'1/4))=1'49/52
第5701题: 5/8-1/4=3/8
第5702题: 1*(3/9-4/10-3)=-3'1/15
第5703题: (2'1/2-6÷9'1/9)=1'69/82
第5704题: 2/6÷2-2'2/3=-2'1/2
第5705题: 4-8=-4
第5706题: 6÷(1'1/2-(1'1/2÷1'1/1))=8
第5707题: 3+1/3+(4-9)=-1'2/3
第5708题: (5-7)+1'1/3=-2/3
第5709题: 1/3*(3'1/3+6)=3'1/9
第5710题: (8+10÷8)=9'1/4
第5711题: 7'5/7÷2/10÷4*1/5=1'13/14
第5712题: 6*(1*1/3)+8/10=2'4/5
第5713题: (1-4'2/4)-6=-9'1/2
第5714题: 7-7=0/1
第5715题: (2/6*9÷9)+4=4'1/3
第5716题: 2÷1/1=2
第5717题: 1/3+7-10=-2'2/3
第5718题: 4/7+2'1/2=3'1/14
第5719题: 3'5/6÷(1/9*7)=4'13/14
第5720题: 9*4/10=3'3/5
第5721题: (1'1/1+2'1/2)-7+3/6=-2
第5722题: 7'5/9+4=11'5/9
第5723题: (3'1/10*1*2'4/6)-2/6=7'14/15
第5724题: 4/5*(3/4-(3'2/8÷3/8))=-6'1/3
第5725题: 2'2/3-(10÷5)=2/3
第5726题: 1/1-5=-4
第5727题: (5+2)÷6'6/8=1'1/27
第5728题: (1/5*1/5)*9=9/25
第5729题: (8/10*1*2'1/2)+1/2=2'1/2
第5730题: 6+1/3-(3'8/9+6)=-3'5/9
第5731题: 2÷(1/2÷1'1/1)÷1/10=80
第5732题: (6÷6*2/3)=2/3
第5733题: 5-6-2'2/4=-3'1/2
第5734题: (1/9-3)-5'5/8=-8'37/72
第5735题: (2+1/1-2÷8)=2'3/4
第5736题: (2'1/2+1/6)-7=-4'1/3
第5737题: 10-(4'1/9÷8)=9'35/72
第5738题: (6*2÷3'6/8)=3'1/5
第5739题: 1'1/2-1'1/2=0/2
第5740题: 9+(1'1/2*(1/4*2'4/6))=10
第5741题: (3÷2'1/2)÷6'1/7÷4/5=21/86
第5742题: 2*(2/7*(3-7))=-2'2/7
第5743题: (4÷8+1'2/6)=1'5/6
第5744题: 6/7*8÷(3÷9)=20'4/7
第5745题: (5-1-3)=1
第5746题: 4-1/4-5-1=-2'1/4
第5747题: 1+(1/2+4)*4'3/4=22'3/8
第5748题: (6'3/6+4)÷8÷3'3/4=7/20
第5749题: 3'3/9*9÷(3÷3'1/6)=31'2/3
第5750题: 8÷(2/8-3/8)=-64
第5751题: 1/7*(3'1/4-8)=19/-28
第5752题: 2/3÷1'1/1=1/3
第5753题: 1/6-1'1/3÷5'1/5=-7/78
第5754题: 2/9+8=8'2/9
第5755题: 6'5/7*(1/5÷4'1/4)=188/595
第5756题: (10÷8)-10=-8'3/4
第5757题: 3+(1+4)=8
第5758题: 9-(8+9)=-8
第5759题: 4*4/5=3'1/5
第5760题: 2/6÷1'1/1=1/6
第5761题: 2'1/8*1+8=10'1/8
第5762题: 3'4/5÷2'1/4=1'31/45
第5763题: 4/8-(9-10)=1'1/2
第5764题: 1/5÷1'2/3÷(1'1/3-1)=9/25
第5765题: 4-(6-6'2/8*5)=29'1/4
第5766题: 6/8-3/7=9/28
第5767题: 9-7'3/9÷6=7'7/9
第5768题: 4'1/6-10=-5'5/6
第5769题: (9+6'6/7*10)=77'4/7
第5770题: 10+2'1/2=12'1/2
第5771题: 2/8*(4-8*5'6/9)=-10'1/3
第5772题: 1*2+3*7/9=4'1/3
第5773题: (6/10*8)÷3=1'3/5
第5774题: 7'3/8+3/5=7'39/40
第5775题: (8/9*3-2)=2/3
第5776题: 1'1/1÷1'3/7=1'2/5
第5777题: (2'1/2-4'8/10÷6)+6=7'7/10
第5778题: 1'2/4+9=10'1/2
第5779题: 5+(7÷4'3/6)=6'5/9
第5780题: 2'1/3-7=-4'2/3
第5781题: 3'1/4+5=8'1/4
第5782题: 8-1÷(1'1/2÷1/1)=7'1/3
第5783题: 5*(6+3/9÷1'1/1)=30'5/6
第5784题: 7÷4÷8=7/32
第5785题: 7+1-(10*4'4/6)=-38'2/3
第5786题: 4÷1*8=32
第5787题: 5-4/9*(4'3/4-2/5)=3'1/15
第5788题: 4'1/4+6+5'4/9+2=17'25/36
第5789题: 8-(3+7)-1'6/8=-3'3/4
第5790题: 5÷3'4/6=1'4/11
第5791题: (4'3/4*3/9)÷(3+4/6)=19/44
第5792题: 1/3÷7=1/21
第5793题: 10÷7+4=5'3/7
第5794题: (2÷3+4/5)÷8=11/60
第5795题: (1/10*10)÷2+1/7=9/14
第5796题: 3*2'2/9=6'2/3
第5797题: 5/6*9-6=1'1/2
第5798题: 10*2/3÷1/7=46'2/3
第5799题: (5'1/5÷7)-1/2+6/9=191/210
第5800题: 2'4/5*1=2'4/5
第5801题: (5÷4-6)*8/9=-4'2/9
第5802题: 2/3*10=6'2/3
第5803题: 5/7*1/1-4'2/5-8=-11'24/35
第5804题: 1/8*1/1=1/8
第5805题: (2-1'1/8)*(2'1/2-1/6)=2'1/24
第5806题: 3+(3÷4'7/8)*1/2=3'4/13
第5807题: (1/6÷2)÷6/10-4=-3'31/36
第5808题: (2'1/2-2'1/3)+1/1=1'1/6
第5809题: (9÷1'1/2)÷(8*6'7/9)=27/244
第5810题: 10÷4+10-6/10=11'9/10
第5811题: 1/6*3'1/3=5/9
第5812题: 10*(10+2'1/7)=121'3/7
第5813题: 3/4+8÷5'3/10+1/1=3'55/212
第5814题: (3-4)-10=-11
第5815题: 6/10*4/5=12/25
第5816题: 9-1/8÷(7÷4)=8'13/14
第5817题: 1'1/1*6=12
第5818题: 1/8*4+(8*2'3/7)=19'13/14
第5819题: 4-7/8=3'1/8
第5820题: 5'3/10-1/2=4'4/5
第5821题: 2+(1/2+3/7)=2'13/14
第5822题: 5'1/5*(1'1/2÷1'2/7)=6'1/15
第5823题: (1/2-1/2÷1/1)=0/2
第5824题: 5+2/7=5'2/7
第5825题: 6-4=2
第5826题: (9÷1÷6'3/9)-4=-2'11/19
第5827题: 1'1/1+5=7
第5828题: (2*5)÷6*2=3'1/3
第5829题: (7/8÷5-3)=-2'33/40
第5830题: 1/1+10+3=14
第5831题: 2'1/3÷6=7/18
第5832题: 2'1/2-2'1/2=0/2
第5833题: 3-(8÷4)=1
第5834题: (6'3/10+5)*1/1=11'3/10
第5835题: (5'5/8+1'1/1)÷7=1'5/56
第5836题: (8*8)÷10+1/6=6'17/30
第5837题: 3*1/1=3
第5838题: 2÷(7+(8÷2'1/2))=10/51
第5839题: (1+4)*1'1/1-4=6
第5840题: (5+3/9-(9+4))=-7'2/3
第5841题: 2/5-2/4=1/-10
第5842题: (3-3'2/4)÷4'2/5=5/-44
第5843题: (6*2'1/6-8)=5
第5844题: (5'1/10-4÷3'3/4)=4'1/30
第5845题: 5-1'2/3+(3/6*7)=6'5/6
第5846题: (2÷5)÷5*7/8=7/100
第5847题: 4'2/4÷8=9/16
第5848题: 9÷(8'6/9-1/2)=1'5/49
第5849题: 1/4*2/5=1/10
第5850题: (4'4/6*9+2)=44
第5851题: (10+5)÷8=1'7/8
第5852题: 2'3/5*2=5'1/5
第5853题: 3'2/4-(4+6)-5'1/7=-11'9/14
第5854题: 3/9÷6÷1=1/18
第5855题: 1/4+1-1'1/2=1/-4
第5856题: 1+(2÷(1÷2'1/2))=6
第5857题: 4'7/8+2'1/2=7'3/8
第5858题: 2'1/2+1/4÷3=2'7/12
第5859题: 3-(5-9)=7
第5860题: (3/4*6)÷(1-6)=-9/10
第5861题: (10÷1/1-3)-4'6/7=2'1/7
第5862题: 1'7/8+3+5'2/5=10'11/40
第5863题: (4/7-5/6)*6=-1'4/7
第5864题: (1÷6)-2+5=3'1/6
第5865题: 3'1/3-(2'7/10*4'4/6)=-9'4/15
第5866题: (4'3/6+1'1/1)+6'1/9-2'1/2=10'1/9
第5867题: 6-1-(10*3/5)=-1
第5868题: 3-(10÷1)=-7
第5869题: 1/8-(4'7/9-7/8)=-3'7/9
第5870题: 4/10-2/3-4=-4'4/15
第5871题: 4'1/7÷(10÷9)=3'51/70
第5872题: 1'1/1÷(1/7*2)=7
第5873题: 1/3*1=1/3
第5874题: 3-1/6+(3'1/4-6)=1/12
第5875题: 2'9/10-2=9/10
第5876题: 2/10*(1'4/7*1/3)=11/105
第5877题: 1'1/2*1/5=3/10
第5878题: 8÷(8-3)*1=1'3/5
第5879题: 4/10-6/7=16/-35
第5880题: (5*5÷10)=2'1/2
第5881题: 1'1/2*9'7/9=14'2/3
第5882题: (7*1'1/1)÷6=2'1/3
第5883题: 3÷2'3/7=1'4/17
第5884题: 4+5*5=29
第5885题: (1/1÷2'3/6)+1/3=11/15
第5886题: 4*9=36
第5887题: 1/1*7=7
第5888题: 9-5+3=7
第5889题: 3÷4'1/9=27/37
第5890题: 2/10-7'6/7=-7'23/35
第5891题: (3*9)÷1/1+9=36
第5892题: 7'1/8+(1'1/2+3)+7'1/7=18'43/56
第5893题: 3÷1/2+8/9=6'8/9
第5894题: (3*1+3'6/10)=6'3/5
第5895题: (1'5/8+7*(4-2))=15'5/8
第5896题: 2+2+(4-1/2)=7'1/2
第5897题: 3'6/10*1=3'3/5
第5898题: 1/5*1'1/3=4/15
第5899题: (3÷1)+(5/10-2)=1'1/2
第5900题: 3'1/3÷(2'1/9*4'1/6)=36/95
第5901题: 10-4=6
第5902题: (2÷4*6+1/3)=3'1/3
第5903题: (5'8/9*1/7)÷6/9-8=-6'31/42
第5904题: (7-1/5)+6=12'4/5
第5905题: 1/3-1/2*5/10=1/12
第5906题: 8+(1'3/4+(8+1'1/6))=18'11/12
第5907题: 10+(6*2'3/8)=24'1/4
第5908题: 3-1'1/2*7÷4/10=-23'1/4
第5909题: 4/8-(7-5)=-1'1/2
第5910题: 9+6/10=9'3/5
第5911题: (3-8+3/5)=-4'2/5
第5912题: 2+(1/10+6÷4)=3'3/5
第5913题: (5'2/5÷3'1/8)÷(6/9*1/2)=5'23/125
第5914题: (6'1/8+1/1)+6=13'1/8
第5915题: (3*7/8)+9=11'5/8
第5916题: 1'1/2-5/6*(1/1÷4'1/4)=1'31/102
第5917题: (3'2/4÷9)*1/2-8=-7'29/36
第5918题: (3-9)*1/1+7=1
第5919题: (3÷4)÷(4'1/4+7)=1/15
第5920题: 5-6/9-2=2'1/3
第5921题: 1÷1/1=1
第5922题: 2/10*2'2/3=8/15
第5923题: 8-(10÷4)=5'1/2
第5924题: (10*2/6)*4/10+7=8'1/3
第5925题: 10+2=12
第5926题: 3/10-3=-2'7/10
第5927题: 7'8/10÷9=13/15
第5928题: (1'1/3+9/10)+2'6/9*9=26'7/30
第5929题: (2*4'1/6)-1/2=7'5/6
第5930题: (5÷1'1/1÷2/3)+1/6=3'11/12
第5931题: 2/5÷1'1/1=1/5
第5932题: (9+6-1/2)=14'1/2
第5933题: 2'1/3÷6'4/10+2'1/4+1/8=2'71/96
第5934题: (10÷1'1/1*7'2/7)+6=42'3/7
第5935题: 2*(1+5)=12
第5936题: 9'7/10*4/5÷5/7+4=14'108/125
第5937题: 2/6*5'1/5=1'11/15
第5938题: 1'1/2-(7'6/10-9'3/10+6)=-2'4/5
第5939题: 1/2*3/5=3/10
第5940题: (2*5+4)=14
第5941题: 4÷(1/6+3)=1'5/19
第5942题: 6/9+1/4=11/12
第5943题: (5/7÷6/9÷1/8)-8'6/9=-2/21
第5944题: 4'1/4÷1'3/4=2'3/7
第5945题: 3/9+(2/3*(9÷1/3))=18'1/3
第5946题: 1/2÷3=1/6
第5947题: 1/2-4'4/5=-4'3/10
第5948题: (5/6*1/3)*(1'1/2+3/10)=1/2
第5949题: (10*1/1+(4/5*3/7))=10'12/35
第5950题: 9*(9*2/3)=54
第5951题: 1/10*10=1
第5952题: (3'3/9*3'1/7-5)÷3'1/10=1'499/651
第5953题: 4÷8=1/2
第5954题: 4÷(8'2/8-2)=16/25
第5955题: (9*6*5'4/5)+9=322'1/5
第5956题: (1'1/1÷7)*(1+2'1/3)=20/21
第5957题: 2÷(9*4)=1/18
第5958题: 1'1/1÷3'4/6=6/11
第5959题: 1/1*5/7=5/7
第5960题: 1'1/3÷7-5=-4'17/21
第5961题: 3/6-(9-8)=1/-2
第5962题: 8-3*3/8=6'7/8
第5963题: 10+(4*1/3)÷1/9=22
第5964题: 8/10-(10÷2'3/4)=-2'46/55
第5965题: (7*4'1/4-1/4)+1'1/2=31
第5966题: (5/9+4)÷7=41/63
第5967题: (2'3/5-8)+8*1'4/8=6'3/5
第5968题: 2'4/6*(1'1/2+1/2)=5'1/3
第5969题: (6/10-1'1/1-3*4/10)=-2'3/5
第5970题: 10-9*(8*10)=-710
第5971题: 1'1/1-6=-4
第5972题: (4/9+1'4/6)*7=14'7/9
第5973题: 1-(2/6÷10*1/1)=29/30
第5974题: 6'3/9÷2=3'1/6
第5975题: 3÷10-1/3-4=-4'1/30
第5976题: 3/4+(10'1/10÷3)=4'7/60
第5977题: 6/7-4'2/8=-3'11/28
